央视测试,#genre#
CETV-1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225652/index.m3u8
CETV-2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226425/index.m3u8
CETV-3,http://ott.mobaibox.com/PLTV/3/224/3221227018/index.m3u8
CETV-4,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225783/index.m3u8
东方卫视,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=1000000001000005866&livemode=1&stbId=3
安徽卫视,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=1000000001000030159&livemode=1&stbId=3
江苏卫视,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=1000000001000001828&livemode=1&stbId=3
浙江卫视,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=1000000001000014260&livemode=1&stbId=3
湖南卫视,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=1000000001000032695&livemode=1&stbId=3
山东卫视,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265019&livemode=1&stbId=3
北京卫视,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265027&livemode=1&stbId=3
央视,#genre#
CCTV16-4K 18M2160,http://ott.mobaibox.com/PLTV/3/224/3221228314/index.m3u8
CCTV16-4K 25M2160,http://ott.mobaibox.com/PLTV/3/224/3221228168/index.m3u8
CCTV16-4K 34M2160HDR,http://ott.mobaibox.com/PLTV/3/224/3221228127/index.m3u8
SiTV欢笑剧场 12M2160,http://ott.mobaibox.com/PLTV/3/224/3221227715/index.m3u8
纯享4K 12M2160,http://ott.mobaibox.com/PLTV/3/224/3221228228/index.m3u8
纯享4K 16M2160,http://ott.mobaibox.com/PLTV/3/224/3221227506/index.m3u8
纯享4K 16M2160,http://ott.mobaibox.com/PLTV/3/224/3221228472/index.m3u8
纯享4K 25M2160HDR,http://ott.mobaibox.com/PLTV/3/224/3221228242/index.m3u8
纯享4K 30M2160HDR,http://ott.mobaibox.com/PLTV/3/224/3221228165/index.m3u8
4K修复 7M2160HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228141/index.m3u8
凤凰中文 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221228527/index.m3u8
凤凰资讯 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221228524/index.m3u8
CCTV1 3M1080,http://ott.mobaibox.com/PLTV/3/224/3221227375/index.m3u8
CCTV1 3M1080,http://ott.mobaibox.com/PLTV/3/224/3221227736/index.m3u8
CCTV1 3M1080,http://ott.mobaibox.com/PLTV/3/224/3221227739/index.m3u8
CCTV1 4.8M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227641/index.m3u8
CCTV1 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221226316/index.m3u8
CCTV1 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221225530/index.m3u8
CCTV1 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227494/index.m3u8
CCTV1 4M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228146/index.m3u8
CCTV1 4M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227644/index.m3u8
CCTV1 5.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227675/index.m3u8
CCTV1 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221228049/index.m3u8
CCTV1 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221228075/index.m3u8
CCTV1 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227462/index.m3u8
CCTV1 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227634/index.m3u8
CCTV1 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227431/index.m3u8
CCTV1 8M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228213/index.m3u8
CCTV1 8M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227725/index.m3u8
CCTV1 Max16M1080,http://ott.mobaibox.com/PLTV/3/224/3221228149/index.m3u8
CCTV1 Max16M1080,http://ott.mobaibox.com/PLTV/3/224/3221227467/index.m3u8
CCTV2 12M1080,http://ott.mobaibox.com/PLTV/3/224/3221228094/index.m3u8
CCTV2 3M1080,http://ott.mobaibox.com/PLTV/3/224/3221226993/index.m3u8
CCTV2 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227207/index.m3u8
CCTV2 5.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227708/index.m3u8
CCTV2 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227427/index.m3u8
CCTV2 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227696/index.m3u8
CCTV2 8M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228118/index.m3u8
CCTV2 8M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228300/index.m3u8
CCTV2 Max16M1080,http://ott.mobaibox.com/PLTV/3/224/3221227543/index.m3u8
CCTV3 3.5M1080,http://ott.mobaibox.com/PLTV/3/224/3221227481/index.m3u8
CCTV3 3.5M1080,http://ott.mobaibox.com/PLTV/3/224/3221225588/index.m3u8
CCTV3 3M1080,http://ott.mobaibox.com/PLTV/3/224/3221227295/index.m3u8
CCTV3 4.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228237/index.m3u8
CCTV3 5.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227650/index.m3u8
CCTV3 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227623/index.m3u8
CCTV3 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227424/index.m3u8
CCTV3 8M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228188/index.m3u8
CCTV3 8M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228392/index.m3u8
CCTV3 Max16M1080,http://ott.mobaibox.com/PLTV/3/224/3221227546/index.m3u8
CCTV3 Max16M1080,http://ott.mobaibox.com/PLTV/3/224/3221228126/index.m3u8
CCTV4 3M1080,http://ott.mobaibox.com/PLTV/3/224/3221227378/index.m3u8
CCTV4 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221225534/index.m3u8
CCTV4 5.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227658/index.m3u8
CCTV4 5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227683/index.m3u8
CCTV4 7.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228156/index.m3u8
CCTV4 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227489/index.m3u8
CCTV4 8M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228307/index.m3u8
CCTV4 Max16M1080,http://ott.mobaibox.com/PLTV/3/224/3221227549/index.m3u8
CCTV4 Max16M1080,http://ott.mobaibox.com/PLTV/3/224/3221228091/index.m3u8
CCTV5 3M1080,http://ott.mobaibox.com/PLTV/3/224/3221227298/index.m3u8
CCTV5 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227166/index.m3u8
CCTV5 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227640/index.m3u8
CCTV5 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227478/index.m3u8
CCTV5 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227452/index.m3u8
CCTV5 5.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227661/index.m3u8
CCTV5 7.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228173/index.m3u8
CCTV5 7.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228082/index.m3u8
CCTV5 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227466/index.m3u8
CCTV5 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227401/index.m3u8
CCTV5 8M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227686/index.m3u8
CCTV5 8M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228395/index.m3u8
CCTV5 Max16M1080,http://ott.mobaibox.com/PLTV/3/224/3221227537/index.m3u8
CCTV5 Max16M1080,http://ott.mobaibox.com/PLTV/3/224/3221227617/index.m3u8
CCTV5 Max16M1080,http://ott.mobaibox.com/PLTV/3/224/3221228179/index.m3u8
CCTV5+ 3M1080,http://ott.mobaibox.com/PLTV/3/224/3221227381/index.m3u8
CCTV5+ 3M1080,http://ott.mobaibox.com/PLTV/3/224/3221228492/index.m3u8
CCTV5+ 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227522/index.m3u8
CCTV5+ 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221225604/index.m3u8
CCTV5+ 5.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227714/index.m3u8
CCTV5+ 5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227685/index.m3u8
CCTV5+ 7.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228114/index.m3u8
CCTV5+ 7.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228076/index.m3u8
CCTV5+ 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227463/index.m3u8
CCTV5+ 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227480/index.m3u8
CCTV5+ 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227631/index.m3u8
CCTV5+ 8M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228277/index.m3u8
CCTV5+ Max16M1080,http://ott.mobaibox.com/PLTV/3/224/3221227502/index.m3u8
CCTV5+ Max16M1080,http://ott.mobaibox.com/PLTV/3/224/3221228176/index.m3u8
CCTV6 3.5M1080,http://ott.mobaibox.com/PLTV/3/224/3221227209/index.m3u8
CCTV6 3M1080,http://ott.mobaibox.com/PLTV/3/224/3221227301/index.m3u8
CCTV6 4.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228196/index.m3u8
CCTV6 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221225548/index.m3u8
CCTV6 5.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227664/index.m3u8
CCTV6 7.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228185/index.m3u8
CCTV6 7.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227581/index.m3u8
CCTV6 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227430/index.m3u8
CCTV6 8M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228280/index.m3u8
CCTV6 Max16M1080,http://ott.mobaibox.com/PLTV/3/224/3221227505/index.m3u8
CCTV6 Max16M1080,http://ott.mobaibox.com/PLTV/3/224/3221228123/index.m3u8
CCTV7 3M1080,http://ott.mobaibox.com/PLTV/3/224/3221227314/index.m3u8
CCTV7 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221225546/index.m3u8
CCTV7 5.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227642/index.m3u8
CCTV7 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227626/index.m3u8
CCTV7 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227690/index.m3u8
CCTV7 8M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228283/index.m3u8
CCTV8 3M1080,http://ott.mobaibox.com/PLTV/3/224/3221227304/index.m3u8
CCTV8 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227205/index.m3u8
CCTV8 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227204/index.m3u8
CCTV8 5.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227667/index.m3u8
CCTV8 5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227750/index.m3u8
CCTV8 7.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228079/index.m3u8
CCTV8 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227433/index.m3u8
CCTV8 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227629/index.m3u8
CCTV5 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227573/index.m3u8
CCTV8 8M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228398/index.m3u8
CCTV8 Max16M1080,http://ott.mobaibox.com/PLTV/3/224/3221227473/index.m3u8
CCTV8 Max16M1080,http://ott.mobaibox.com/PLTV/3/224/3221228194/index.m3u8
CCTV9 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221225532/index.m3u8
CCTV9 5.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227659/index.m3u8
CCTV9 5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227704/index.m3u8
CCTV9 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227614/index.m3u8
CCTV9 8M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228303/index.m3u8
CCTV10 3M1080,http://ott.mobaibox.com/PLTV/3/224/3221227317/index.m3u8
CCTV10 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221225550/index.m3u8
CCTV10 5.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227717/index.m3u8
CCTV10 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227620/index.m3u8
CCTV10 8M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228286/index.m3u8
CCTV11 2.5M1080,http://ott.mobaibox.com/PLTV/3/224/3221227524/index.m3u8
CCTV11 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227384/index.m3u8
CCTV11 5.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227720/index.m3u8
CCTV11 8M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228289/index.m3u8
CCTV12 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221225556/index.m3u8
CCTV12 5.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227655/index.m3u8
CCTV12 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227637/index.m3u8
CCTV12 8M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228401/index.m3u8
CCTV13 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221225560/index.m3u8
CCTV13 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221228121/index.m3u8
CCTV13 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227387/index.m3u8
CCTV13 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221228224/index.m3u8
CCTV13 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221228117/index.m3u8
CCTV13 8M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228324/index.m3u8
CCTV14 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227201/index.m3u8
CCTV14 5.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227656/index.m3u8
CCTV14 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227693/index.m3u8
CCTV14 8M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228292/index.m3u8
CCTV15 3.5M1080,http://ott.mobaibox.com/PLTV/3/224/3221227538/index.m3u8
CCTV15 5.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227723/index.m3u8
CCTV15 8M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228404/index.m3u8
CCTV16 7M1080,http://ott.mobaibox.com/PLTV/3/224/3221228320/index.m3u8
CCTV16 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221228144/index.m3u8
CCTV16 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221228112/index.m3u8
CCTV17 2.5M1080,http://ott.mobaibox.com/PLTV/3/224/3221227578/index.m3u8
CCTV17 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227589/index.m3u8
CCTV17 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227592/index.m3u8
CCTV17 5.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227726/index.m3u8
CCTV17 8M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228407/index.m3u8
CCTV高尔夫网球 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221228138/index.m3u8
卫视,#genre#
东南卫视 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227553/index.m3u8
东南卫视 5.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227670/index.m3u8
东南卫视 8M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228428/index.m3u8
东方卫视 3M1080,http://ott.mobaibox.com/PLTV/3/224/3221227396/index.m3u8
东方卫视 3M1080,http://ott.mobaibox.com/PLTV/3/224/3221228504/index.m3u8
东方卫视 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227597/index.m3u8
东方卫视 5.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227732/index.m3u8
东方卫视 5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227688/index.m3u8
东方卫视 7.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228150/index.m3u8
东方卫视 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227208/index.m3u8
东方卫视 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227486/index.m3u8
东方卫视 8M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228425/index.m3u8
东方卫视 Max16M1080,http://ott.mobaibox.com/PLTV/3/224/3221227511/index.m3u8
云南卫视 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221225591/index.m3u8
云南卫视 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227571/index.m3u8
北京卫视 3M1080,http://ott.mobaibox.com/PLTV/3/224/3221227390/index.m3u8
北京卫视 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227246/index.m3u8
北京卫视 5.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227652/index.m3u8
北京卫视 5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227694/index.m3u8
北京卫视 7.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228115/index.m3u8
北京卫视 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221225574/index.m3u8
北京卫视 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227436/index.m3u8
北京卫视 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221228410/index.m3u8
北京卫视 Max16M1080,http://ott.mobaibox.com/PLTV/3/224/3221227508/index.m3u8
吉林卫视 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221228028/index.m3u8
吉林卫视 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221228130/index.m3u8
四川卫视 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227556/index.m3u8
天津卫视 3M1080,http://ott.mobaibox.com/PLTV/3/224/3221227382/index.m3u8
天津卫视 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227212/index.m3u8
天津卫视 4M1080,http://ott.mobaibox.com/PLTV/3/224/3221227633/index.m3u8
天津卫视 5.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227741/index.m3u8
天津卫视 5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227756/index.m3u8
天津卫视 7.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228239/index.m3u8
天津卫视 8M1080,http://ott.mobaibox.com/PLTV/3/224/3221227407/index.m3u8
天津卫视 8M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228416/index.m3u8
天津卫视 Max16M1080,http://ott.mobaibox.com/PLTV/3/224/3221227488/index.m3u8
安徽卫视 3.5M1080,http://ott.mobaibox.com/PLTV/3/224/3221225634/index.m3u8
安徽卫视 5.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227653/index.m3u8
安徽卫视 5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221227759/index.m3u8
安徽卫视 7.5M1080HEVC,http://ott.mobaibox.com/PLTV/3/224/3221228153/index.m3u8
